concurso,data,d1,d2,d3,d4,d5,d6,ordem_sorteio
2080,2018-09-20,10,22,40,46,55,58,58 55 46 22 40 10
2081,2018-09-22,13,18,35,40,41,42,40 42 13 18 35 41
2082,2018-09-26,6,25,33,42,48,49,25 33 42 49 06 48
2083,2018-09-29,1,18,19,33,56,60,56 33 01 19 18 60
2084,2018-10-03,7,20,26,37,38,39,20 37 26 07 39 38
2085,2018-10-06,12,21,25,37,38,49,25 49 12 21 38 37
2086,2018-10-10,4,35,43,46,47,53,04 53 35 43 47 46
2087,2018-10-13,2,18,19,23,34,53,19 18 53 34 02 23
2088,2018-10-17,3,14,24,27,38,56,24 03 27 38 14 56
2089,2018-10-20,5,10,32,38,48,49,38 48 05 49 10 32
2090,2018-10-23,8,11,18,37,40,51,11 08 18 40 37 51
2091,2018-10-25,10,11,12,37,38,59,12 11 10 59 38 37
2092,2018-10-27,11,13,15,17,22,27,13 17 27 11 15 22
2093,2018-10-31,8,14,27,34,52,54,54 34 52 08 14 27
2094,2018-11-03,4,16,19,31,33,44,04 33 16 44 19 31
2095,2018-11-07,16,29,35,43,49,56,49 29 56 43 35 16
2096,2018-11-10,6,11,13,19,24,51,11 51 06 24 13 19
2097,2018-11-14,9,24,28,45,49,51,51 28 24 49 09 45
2098,2018-11-17,2,8,18,27,38,60,02 38 27 60 18 08
2099,2018-11-21,5,15,20,27,30,58,30 15 05 58 20 27
2100,2018-11-24,1,10,11,13,35,49,01 35 13 11 10 49
2101,2018-11-28,2,8,18,37,56,58,58 56 18 08 02 37
2102,2018-12-01,4,6,17,34,51,57,06 04 17 57 34 51
2103,2018-12-04,3,13,40,44,46,50,13 40 50 46 03 44
2104,2018-12-06,2,10,12,27,45,56,12 45 10 56 02 27
2105,2018-12-08,11,13,16,24,31,46,16 46 13 11 24 31
2106,2018-12-12,3,27,36,39,40,43,27 03 39 40 36 43
2107,2018-12-15,8,38,44,50,56,60,50 44 60 38 56 08
2108,2018-12-18,19,22,29,41,44,59,44 59 29 19 41 22
2109,2018-12-20,4,12,16,34,44,49,04 16 44 49 12 34
2110,2018-12-31,5,10,12,18,25,33,25 33 10 12 18 05
2111,2019-01-02,1,41,44,46,54,58,54 41 01 46 58 44
2112,2019-01-05,17,39,43,46,52,53,17 46 43 53 52 39
2113,2019-01-09,11,14,21,25,46,50,11 21 46 14 25 50
2114,2019-01-12,17,25,30,35,42,57,35 17 30 25 42 57
2115,2019-01-15,4,19,27,35,40,44,19 40 35 44 27 04
2116,2019-01-17,1,9,19,21,34,54,21 19 01 09 34 54
2117,2019-01-19,4,28,29,30,43,52,28 43 04 29 52 30
2118,2019-01-23,11,12,20,40,41,46,41 11 12 46 20 40
2119,2019-01-26,19,21,26,31,42,49,42 49 26 31 19 21
2120,2019-01-30,13,20,24,25,38,41,38 41 20 24 25 13
2121,2019-02-02,8,10,17,29,37,40,37 08 17 29 10 40
2122,2019-02-06,3,11,15,21,27,49,27 21 03 11 15 49
2123,2019-02-09,14,15,47,50,56,59,47 59 14 56 50 15
2124,2019-02-13,2,11,20,31,43,47,31 20 47 43 02 11
2125,2019-02-16,1,31,44,46,53,58,44 01 31 53 46 58
2126,2019-02-20,7,12,24,27,39,58,58 39 27 07 24 12
2127,2019-02-23,1,7,28,30,44,46,07 46 28 30 44 01
2128,2019-02-26,11,16,24,46,54,55,24 55 46 16 11 54
2129,2019-02-28,6,12,31,32,46,60,60 46 12 06 32 31
2130,2019-03-02,13,16,36,53,54,55,13 53 16 36 55 54
2131,2019-03-06,2,3,6,18,20,28,28 18 20 06 02 03
2132,2019-03-09,5,18,30,35,39,60,05 60 18 39 35 30
2133,2019-03-13,19,20,26,51,52,57,26 20 19 51 52 57
2134,2019-03-16,6,21,34,46,54,59,54 06 46 21 59 34
2135,2019-03-20,9,23,28,40,48,59,23 48 59 28 40 09
2136,2019-03-23,1,8,11,22,30,35,35 22 11 01 30 08
2137,2019-03-27,1,2,11,12,34,49,02 01 49 11 12 34
2138,2019-03-30,4,13,14,21,30,34,30 34 04 21 13 14
2139,2019-04-03,14,23,29,41,57,58,58 29 23 41 14 57
2140,2019-04-06,17,20,26,36,42,54,20 54 36 17 42 26
2141,2019-04-10,10,11,17,19,37,41,10 19 11 37 41 17
2142,2019-04-13,7,40,44,50,52,57,44 50 52 57 07 40
2143,2019-04-17,2,12,35,51,57,58,12 58 35 51 02 57
2144,2019-04-20,7,16,21,33,55,60,21 33 55 16 07 60
2145,2019-04-24,6,8,28,51,53,59,06 59 28 08 51 53
2146,2019-04-27,16,18,31,39,42,44,39 42 16 18 44 31
2147,2019-05-02,17,19,37,41,42,49,49 42 17 19 37 41
2148,2019-05-04,8,15,32,33,58,59,59 33 08 58 32 15
2149,2019-05-08,21,23,37,44,46,48,21 48 46 23 44 37
2150,2019-05-11,23,24,26,38,42,49,38 24 23 26 42 49
2151,2019-05-15,2,14,18,29,36,38,36 38 02 29 14 18
2152,2019-05-18,26,29,36,49,50,59,49 36 29 26 59 50
2153,2019-05-22,8,13,28,31,32,33,13 28 31 08 33 32
2154,2019-05-25,7,25,41,47,50,53,53 41 47 50 07 25
2155,2019-05-29,2,6,27,37,44,47,37 44 02 27 06 47
2156,2019-06-01,1,6,23,26,39,49,49 39 23 06 26 01
2157,2019-06-05,31,33,34,35,39,48,34 48 31 39 33 35
2158,2019-06-08,9,27,35,45,46,59,09 27 46 59 35 45
2159,2019-06-12,14,26,35,38,45,53,53 35 38 14 45 26
2160,2019-06-15,1,19,46,47,49,53,53 49 01 46 47 19
2161,2019-06-19,8,9,10,24,42,44,24 10 08 44 09 42
2162,2019-06-22,11,16,22,30,34,42,11 30 42 34 16 22
2163,2019-06-26,8,18,20,24,36,45,45 20 24 36 18 08
2164,2019-06-29,16,17,25,47,48,58,48 17 58 47 16 25
2165,2019-07-03,5,37,43,49,54,56,56 49 54 43 05 37
2166,2019-07-06,3,19,34,44,56,58,44 03 34 56 19 58
2167,2019-07-09,27,37,38,43,45,54,37 45 38 43 54 27
2168,2019-07-11,1,4,25,27,29,37,37 25 29 04 01 27
2169,2019-07-13,7,34,45,51,54,59,45 07 34 59 51 54
2170,2019-07-17,10,21,24,36,38,51,36 21 51 10 24 38
2171,2019-07-20,12,13,19,36,44,55,19 12 13 36 55 44
2172,2019-07-24,9,24,28,37,43,57,09 57 43 37 28 24
2173,2019-07-27,2,9,42,44,48,50,09 48 44 42 02 50
2174,2019-07-31,10,15,34,36,56,60,36 10 34 15 60 56
2175,2019-08-03,7,25,32,43,53,55,55 53 07 32 43 25
2176,2019-08-06,8,23,25,39,43,44,23 08 25 43 39 44
2177,2019-08-08,9,11,14,31,48,51,14 09 48 11 31 51
2178,2019-08-10,2,16,21,42,50,56,16 21 42 02 50 56
2179,2019-08-14,2,13,24,35,50,54,24 02 35 54 50 13
2180,2019-08-17,10,12,16,21,28,38,16 12 10 21 28 38
2181,2019-08-21,1,8,19,33,36,48,08 01 19 48 36 33
2182,2019-08-24,19,22,39,46,47,59,59 47 46 19 39 22
2183,2019-08-28,13,26,30,34,43,51,51 13 43 30 34 26
2184,2019-08-31,15,36,45,51,52,59,51 15 52 36 59 45
2185,2019-09-04,9,18,19,22,42,47,19 42 18 47 22 09
2186,2019-09-09,12,18,19,27,41,46,27 19 12 41 18 46
2187,2019-09-11,10,11,16,21,46,50,16 21 50 10 46 11
2188,2019-09-14,2,17,21,28,51,60,60 51 21 28 02 17
2189,2019-09-18,4,11,16,22,29,33,33 29 11 04 16 22
2190,2019-09-21,5,9,20,25,35,53,53 35 25 09 05 20
2191,2019-09-24,4,8,26,33,46,53,33 46 26 04 53 08
2192,2019-09-26,7,16,37,53,57,59,57 53 07 59 16 37
2193,2019-09-28,7,8,22,27,29,42,08 07 42 27 29 22
2194,2019-10-02,8,16,20,21,31,34,16 08 20 21 34 31
2195,2019-10-05,14,24,32,38,46,53,24 32 38 53 46 14
2196,2019-10-09,1,25,27,28,41,56,56 28 27 01 41 25
2197,2019-10-14,3,11,29,35,44,57,29 11 03 35 44 57
2198,2019-10-16,1,11,34,36,44,56,56 11 34 44 36 01
2199,2019-10-19,15,23,30,35,38,44,38 23 30 44 35 15
2200,2019-10-22,11,15,28,36,43,55,28 55 36 43 11 15
2201,2019-10-24,3,13,23,41,49,53,13 49 03 41 53 23
2202,2019-10-26,11,29,37,38,43,60,43 60 37 38 29 11
2203,2019-10-30,17,34,46,49,50,57,34 46 57 50 17 49
2204,2019-11-04,1,28,29,32,35,56,32 56 29 28 01 35
2205,2019-11-06,12,21,28,37,42,57,21 42 12 57 37 28
2206,2019-11-09,6,27,38,42,45,57,42 38 45 06 27 57
2207,2019-11-13,6,10,11,43,53,55,43 11 06 55 53 10
2208,2019-11-16,16,25,30,40,45,49,30 45 16 49 25 40
2209,2019-11-20,22,25,28,32,33,47,32 22 47 28 33 25
2210,2019-11-23,11,17,24,25,33,34,11 33 34 25 24 17
2211,2019-11-27,27,36,40,41,44,54,27 44 36 54 41 40
2212,2019-11-30,23,26,51,52,53,58,51 58 53 52 26 23
2213,2019-12-04,5,7,10,32,46,60,07 05 10 60 32 46
2214,2019-12-07,4,10,18,30,34,47,18 30 04 10 34 47
2215,2019-12-11,1,19,21,23,33,43,21 23 43 01 19 33
2216,2019-12-14,10,24,42,43,48,49,24 42 48 10 43 49
2217,2019-12-17,10,14,16,30,32,36,16 32 36 30 14 10
2218,2019-12-19,6,16,22,38,48,52,16 06 38 22 52 48
2219,2019-12-21,8,28,36,45,57,59,57 59 45 08 28 36
2220,2019-12-31,3,35,38,40,57,58,38 58 35 03 40 57
2221,2020-01-04,5,23,34,45,56,57,23 34 45 57 05 56
2222,2020-01-08,13,14,29,30,48,59,14 48 30 29 59 13
2223,2020-01-11,2,26,40,42,49,56,49 26 02 56 40 42
2224,2020-01-15,16,23,32,50,52,58,23 50 58 32 52 16
2225,2020-01-18,1,32,37,44,46,47,01 37 47 44 46 32
2226,2020-01-21,2,4,7,16,30,38,02 07 38 30 04 16
2227,2020-01-23,6,9,12,27,32,57,09 06 27 32 12 57
2228,2020-01-25,9,19,23,32,39,45,19 45 39 09 23 32
2229,2020-01-29,6,11,29,40,41,58,06 41 40 29 58 11
2230,2020-02-01,7,17,26,39,56,60,39 17 56 60 26 07
2231,2020-02-05,4,13,25,40,53,57,04 13 53 40 25 57
2232,2020-02-08,7,8,31,34,38,47,31 34 38 47 07 08
2233,2020-02-12,4,6,32,35,41,45,45 35 06 41 04 32
2234,2020-02-15,4,21,27,29,42,47,47 29 42 04 27 21
2235,2020-02-19,14,18,30,35,55,57,14 55 35 30 18 57
2236,2020-02-22,7,20,38,43,45,53,07 53 43 20 45 38
2237,2020-02-27,11,20,27,28,53,60,60 27 28 20 53 11
2238,2020-02-29,11,36,45,55,57,58,57 36 11 58 55 45
2239,2020-03-04,7,27,31,39,45,46,27 39 07 31 46 45
2240,2020-03-07,7,9,10,19,25,58,25 09 07 10 58 19
2241,2020-03-10,1,13,18,26,40,56,56 18 26 13 01 40
2242,2020-03-12,5,9,18,24,25,42,24 42 18 05 25 09
2243,2020-03-14,14,18,28,35,38,54,14 38 28 18 35 54
2244,2020-03-18,3,5,11,34,37,42,11 05 42 03 34 37
2245,2020-03-21,11,14,15,18,33,34,33 11 14 34 15 18
2246,2020-03-25,5,9,24,27,33,46,09 33 46 24 27 05
2247,2020-03-28,1,42,44,47,48,53,42 53 47 01 44 48
2248,2020-04-01,9,15,20,29,30,42,20 09 42 29 30 15
2249,2020-04-04,4,9,31,47,49,53,04 49 09 31 47 53
2250,2020-04-08,27,33,39,52,57,58,39 52 27 57 58 33
2251,2020-04-11,5,15,22,26,54,58,58 22 26 15 54 05
2252,2020-04-15,1,17,30,37,46,50,46 50 01 17 37 30
2253,2020-04-18,31,32,33,39,52,55,32 39 55 33 52 31
2254,2020-04-22,4,9,24,44,47,56,47 04 24 44 56 09
2255,2020-04-25,15,20,39,41,49,57,20 15 57 49 39 41
2256,2020-04-29,9,10,30,37,47,54,09 37 30 10 54 47
2257,2020-05-02,18,21,30,31,34,51,18 30 21 31 34 51
2258,2020-05-05,1,5,7,14,23,26,26 07 01 23 14 05
2259,2020-05-07,20,27,41,54,56,58,54 56 58 20 27 41
2260,2020-05-09,12,14,34,35,37,47,37 12 14 34 35 47
2261,2020-05-13,7,23,26,27,29,51,23 26 51 27 29 07
2262,2020-05-16,7,8,14,23,30,46,07 30 46 23 08 14
2263,2020-05-20,9,24,33,43,49,57,43 49 57 33 09 24
2264,2020-05-23,2,3,8,19,29,37,29 19 08 02 37 03
2265,2020-05-27,14,20,23,39,46,50,50 20 46 23 14 39
2266,2020-05-30,10,23,31,37,58,59,23 37 59 10 58 31
2267,2020-06-03,20,32,33,48,49,53,48 49 53 20 32 33
2268,2020-06-06,4,13,23,28,30,52,04 30 52 23 13 28
2269,2020-06-10,1,11,14,23,29,55,55 14 23 29 11 01
2270,2020-06-13,14,16,38,39,41,48,41 16 48 14 38 39
2271,2020-06-17,6,10,27,28,41,52,06 10 41 52 27 28
2272,2020-06-20,2,5,11,24,41,49,05 41 11 49 24 02
2273,2020-06-24,15,16,20,38,40,58,58 15 20 16 38 40
2274,2020-06-27,8,11,17,33,40,55,08 55 40 11 33 17
2275,2020-07-01,2,4,25,36,50,53,25 50 02 53 04 36
2276,2020-07-04,5,15,18,27,49,57,49 27 05 18 57 15
2277,2020-07-08,10,22,23,37,53,60,23 10 53 60 22 37
2278,2020-07-11,8,17,34,37,43,45,34 17 37 43 08 45
2279,2020-07-14,5,12,14,20,27,28,28 12 20 05 27 14
2280,2020-07-16,28,29,31,50,58,59,50 28 58 29 59 31
2281,2020-07-18,14,27,35,40,50,55,35 40 14 55 50 27
2282,2020-07-22,12,27,30,36,45,52,30 52 12 27 36 45
2283,2020-07-25,4,24,37,43,59,60,24 04 37 43 59 60
2284,2020-07-29,4,10,12,14,36,46,46 36 12 10 04 14
2285,2020-08-01,1,7,10,12,33,42,12 10 33 07 42 01
2286,2020-08-05,9,21,30,41,42,43,42 43 41 09 21 30
2287,2020-08-08,2,4,6,29,41,56,29 04 02 41 06 56
2288,2020-08-11,2,26,35,39,40,56,35 39 02 26 56 40
2289,2020-08-13,6,9,34,37,38,45,06 34 37 38 45 09
2290,2020-08-15,5,18,36,44,57,60,60 36 05 57 44 18
2291,2020-08-19,12,26,31,36,37,49,37 31 26 12 36 49
2292,2020-08-22,6,16,18,33,42,57,18 57 06 33 42 16
2293,2020-08-26,1,2,10,37,42,48,01 48 42 10 02 37
2294,2020-08-29,9,15,20,33,41,43,09 43 20 41 33 15
2295,2020-09-02,6,13,26,28,35,41,28 06 41 26 35 13
2296,2020-09-05,1,6,21,29,36,59,29 06 36 59 21 01
2297,2020-09-09,20,22,35,40,41,59,20 22 41 59 35 40
2298,2020-09-12,13,17,21,31,41,49,13 21 49 41 17 31
2299,2020-09-15,2,3,19,40,44,60,03 40 19 60 02 44
2300,2020-09-17,9,21,37,39,43,54,37 39 21 09 54 43
2301,2020-09-19,17,18,35,36,47,52,18 36 47 52 35 17
2302,2020-09-23,18,22,25,27,43,44,44 43 25 18 27 22
2303,2020-09-26,3,7,17,20,48,50,17 50 48 20 03 07
2304,2020-09-30,12,21,29,54,56,57,12 54 57 21 29 56
2305,2020-10-03,7,16,22,38,55,57,57 55 38 07 16 22
2306,2020-10-07,3,19,28,33,57,58,28 58 19 03 57 33
2307,2020-10-10,16,33,38,46,53,55,38 53 46 55 33 16
2308,2020-10-14,9,13,26,38,58,60,26 09 58 38 60 13
2309,2020-10-17,9,11,29,30,33,60,33 60 11 29 09 30
2310,2020-10-20,13,17,28,29,42,53,13 42 17 28 53 29
2311,2020-10-22,3,5,9,35,43,60,60 09 35 43 05 03
2312,2020-10-24,3,27,39,46,47,60,60 39 03 46 47 27
2313,2020-10-28,3,20,26,45,49,58,45 03 58 26 20 49
2314,2020-10-31,6,7,28,42,45,49,28 06 07 42 45 49
2315,2020-11-04,1,10,17,26,30,53,10 17 01 26 30 53
2316,2020-11-07,2,11,43,49,52,56,49 11 56 43 52 02
2317,2020-11-11,3,8,30,33,35,48,35 48 30 33 03 08
2318,2020-11-14,28,44,52,54,58,60,54 58 52 28 44 60
2319,2020-11-18,6,17,25,35,40,49,17 25 06 35 49 40
2320,2020-11-21,6,30,35,39,42,48,30 06 35 48 39 42
2321,2020-11-25,14,25,28,41,43,46,41 43 25 28 14 46
2322,2020-11-28,2,5,10,29,34,41,05 10 02 29 34 41
2323,2020-12-02,20,27,35,39,50,59,35 27 39 20 50 59
2324,2020-12-05,2,16,19,31,43,60,31 02 43 19 60 16
2325,2020-12-08,33,34,37,46,52,60,33 37 60 34 46 52
2326,2020-12-10,10,16,27,34,36,57,27 36 34 16 57 10
2327,2020-12-12,30,37,45,54,57,58,54 45 30 57 37 58
2328,2020-12-16,8,11,14,39,48,53,11 08 39 14 48 53
2329,2020-12-19,12,14,28,42,45,55,42 28 45 14 12 55
2330,2020-12-31,17,20,22,35,41,42,22 35 17 41 20 42
2331,2021-01-02,11,13,16,36,53,57,53 16 11 57 13 36
2332,2021-01-06,12,33,35,36,44,52,12 33 44 52 35 36
2333,2021-01-09,9,16,31,41,53,55,41 53 55 09 16 31
2334,2021-01-13,4,13,20,22,25,60,22 04 20 25 13 60
2335,2021-01-16,9,18,23,42,47,49,18 42 49 47 09 23
2336,2021-01-20,8,10,20,27,28,50,20 27 50 08 10 28
2337,2021-01-23,2,9,34,49,51,55,02 51 49 09 34 55
2338,2021-01-26,8,21,23,34,42,47,21 08 34 47 42 23
2339,2021-01-28,4,18,29,47,48,59,04 48 59 29 47 18
2340,2021-01-30,16,21,28,41,49,51,49 41 16 51 28 21
2341,2021-02-03,4,9,31,32,42,46,09 46 04 32 31 42
2342,2021-02-06,17,20,24,27,40,60,20 24 17 27 40 60
2343,2021-02-10,4,31,42,45,49,56,56 49 31 04 45 42
2344,2021-02-13,11,17,25,38,52,57,38 11 52 57 17 25
2345,2021-02-17,7,16,19,22,28,55,16 22 07 55 19 28
2346,2021-02-20,3,4,11,40,42,58,04 58 03 40 11 42
2347,2021-02-24,8,9,17,30,58,60,17 58 09 60 30 08
2348,2021-02-27,2,3,7,48,51,54,02 03 51 48 54 07
2349,2021-03-03,5,10,25,32,49,54,54 25 05 10 49 32
2350,2021-03-06,25,28,29,34,41,45,45 28 34 29 25 41
2351,2021-03-10,19,22,35,41,47,49,35 49 19 22 47 41
2352,2021-03-13,9,17,38,41,49,55,17 55 09 41 38 49
2353,2021-03-17,3,19,34,41,48,53,19 03 34 53 48 41
2354,2021-03-20,6,18,25,30,42,54,18 54 25 06 30 42
2355,2021-03-24,7,30,31,41,50,56,31 07 30 41 56 50
2356,2021-03-27,3,10,25,36,51,58,51 36 03 58 10 25
2357,2021-03-31,19,28,30,34,40,51,28 34 51 19 40 30
2358,2021-04-03,5,9,11,16,43,57,05 43 16 11 09 57
2359,2021-04-06,31,32,39,42,43,51,39 42 43 51 31 32
2360,2021-04-08,10,15,21,24,29,45,15 21 24 45 29 10
2361,2021-04-10,14,21,22,29,35,46,46 21 35 29 14 22
2362,2021-04-14,3,20,22,32,35,50,35 22 32 20 50 03
2363,2021-04-17,6,14,24,34,39,58,34 06 58 39 14 24
2364,2021-04-22,20,33,42,44,51,56,42 56 33 20 51 44
2365,2021-04-24,1,17,28,37,44,50,44 50 17 28 37 01
2366,2021-04-28,4,27,33,35,38,41,33 41 38 27 04 35
2367,2021-04-30,5,23,29,34,53,60,29 05 23 34 53 60
2368,2021-05-04,4,7,13,25,36,58,13 07 36 25 58 04
2369,2021-05-06,4,9,17,19,37,60,60 09 19 04 17 37
2370,2021-05-08,7,31,37,42,44,56,56 31 37 07 44 42
2371,2021-05-12,4,15,30,36,39,48,30 48 36 04 39 15
2372,2021-05-15,3,19,25,44,46,57,19 25 44 46 03 57
2373,2021-05-19,23,24,26,44,49,60,44 26 23 49 60 24
2374,2021-05-22,12,13,25,37,39,41,25 37 39 13 41 12
2375,2021-05-26,2,6,44,46,53,58,58 06 46 53 44 02
2376,2021-05-29,12,14,17,18,19,22,22 12 17 18 19 14
2377,2021-06-02,5,18,29,35,43,44,35 05 44 18 43 29
2378,2021-06-05,11,37,38,41,49,54,37 49 41 54 11 38
2379,2021-06-09,2,8,26,32,46,56,26 32 56 02 08 46
2380,2021-06-12,11,16,20,24,39,53,53 39 11 16 20 24
2381,2021-06-16,7,23,32,41,42,47,47 41 32 07 23 42
2382,2021-06-19,6,9,19,38,53,55,53 06 19 09 38 55
2383,2021-06-23,13,15,16,20,40,41,41 16 40 20 15 13
2384,2021-06-26,9,13,22,25,26,31,25 26 09 13 22 31
2385,2021-06-29,12,24,32,37,43,60,32 12 43 37 24 60
2386,2021-07-01,11,13,16,35,49,50,35 13 11 50 49 16
2387,2021-07-03,8,26,30,31,38,48,38 26 30 08 31 48
2388,2021-07-07,8,30,33,37,45,48,08 37 45 48 33 30
2389,2021-07-10,16,30,37,39,40,51,39 30 16 51 37 40
2390,2021-07-14,9,13,20,22,32,56,20 13 09 56 32 22
2391,2021-07-17,5,8,13,27,36,50,05 08 13 27 50 36
2392,2021-07-21,11,15,23,25,34,53,53 34 25 15 23 11
2393,2021-07-24,26,27,28,32,38,51,32 28 38 51 27 26
2394,2021-07-28,5,16,25,36,42,44,42 44 05 25 36 16
2395,2021-07-31,4,11,12,44,45,57,44 11 04 45 57 12
2396,2021-08-04,2,3,25,39,42,49,03 25 02 49 42 39
2397,2021-08-07,6,14,20,39,46,48,06 14 48 46 20 39
2398,2021-08-10,8,17,30,36,54,59,36 59 17 30 08 54
2399,2021-08-12,27,35,42,44,51,52,52 42 35 27 51 44
2400,2021-08-14,9,21,25,26,36,53,09 26 36 25 21 53
2401,2021-08-18,8,11,13,33,38,48,08 38 13 33 11 48
2402,2021-08-21,6,22,25,29,30,60,60 29 06 30 25 22
2403,2021-08-25,10,12,14,32,33,34,32 12 14 34 33 10
2404,2021-08-28,1,19,35,40,47,54,19 35 01 40 47 54
2405,2021-09-01,21,38,48,49,53,59,21 38 59 53 49 48
2406,2021-09-04,8,12,29,43,54,60,29 43 12 08 54 60
2407,2021-09-08,13,17,31,43,54,55,17 43 31 13 55 54
2408,2021-09-11,4,29,30,38,43,57,29 38 57 04 30 43
2409,2021-09-15,2,29,39,49,52,58,58 39 49 02 52 29
2410,2021-09-18,7,10,27,35,43,59,10 59 35 43 07 27
2411,2021-09-22,7,26,29,34,43,44,07 26 43 44 34 29
2412,2021-09-25,9,16,34,36,49,60,16 60 36 34 09 49
2413,2021-09-28,3,22,37,40,41,48,48 37 22 03 40 41
2414,2021-09-30,4,5,6,14,29,38,04 14 29 06 05 38
2415,2021-10-02,10,12,26,29,35,60,29 12 60 26 35 10
2416,2021-10-06,6,7,11,26,37,57,06 37 57 26 11 07
2417,2021-10-09,3,7,10,11,27,46,03 11 27 46 07 10
2418,2021-10-13,2,11,19,27,57,60,19 57 27 11 60 02
2419,2021-10-16,10,35,43,48,50,53,10 53 43 48 35 50
2420,2021-10-19,5,8,29,39,44,60,08 44 60 05 39 29
2421,2021-10-21,2,3,32,35,48,57,32 48 35 57 02 03
2422,2021-10-23,2,7,10,20,30,46,07 30 02 46 10 20
2423,2021-10-27,16,18,38,48,51,60,51 18 48 60 38 16
2424,2021-10-30,3,16,17,37,38,53,17 03 38 53 16 37
2425,2021-11-03,10,31,38,46,49,54,46 38 31 10 54 49
2426,2021-11-06,5,11,24,27,32,57,57 27 24 11 32 05
2427,2021-11-10,3,19,25,37,44,56,56 03 19 25 37 44
2428,2021-11-13,3,9,25,28,29,39,25 03 28 29 09 39
2429,2021-11-17,11,37,53,55,56,60,60 11 56 37 53 55
2430,2021-11-20,19,26,39,45,46,56,26 19 46 56 45 39
2431,2021-11-24,8,11,22,25,26,36,11 36 26 25 08 22
2432,2021-11-27,7,29,38,40,44,52,52 44 29 38 07 40
2433,2021-12-01,8,9,32,52,53,57,08 53 09 57 32 52
2434,2021-12-04,1,2,14,28,40,51,28 14 40 02 51 01
2435,2021-12-07,5,22,30,32,33,36,32 30 36 33 22 05
2436,2021-12-09,5,15,28,32,38,54,38 54 32 15 05 28
2437,2021-12-11,1,19,41,46,48,55,41 19 55 01 46 48
2438,2021-12-15,4,11,19,25,37,55,37 11 55 25 04 19
2439,2021-12-18,2,8,34,38,47,51,47 38 02 34 51 08
2440,2021-12-31,12,15,23,32,33,46,46 32 15 12 23 33
2441,2022-01-05,9,41,42,46,47,54,42 09 41 54 46 47
2442,2022-01-08,2,7,9,25,41,49,49 09 07 02 41 25
2443,2022-01-12,1,5,12,13,17,31,31 01 12 13 05 17
2444,2022-01-15,15,17,20,35,37,43,17 43 20 35 37 15
2445,2022-01-19,11,25,32,37,47,56,25 32 47 11 37 56
2446,2022-01-22,1,13,27,41,51,58,13 58 51 27 01 41
2447,2022-01-25,13,19,29,42,49,52,52 13 19 42 49 29
2448,2022-01-27,18,30,32,35,40,48,32 48 30 40 35 18
2449,2022-01-29,14,20,21,31,49,52,14 49 52 31 20 21
2450,2022-02-02,2,6,11,15,17,39,17 39 11 06 15 02
2451,2022-02-05,13,26,31,46,51,60,13 51 26 60 31 46
2452,2022-02-09,8,10,51,56,57,58,56 57 08 10 51 58
2453,2022-02-12,10,14,15,24,34,44,44 24 10 34 14 15
2454,2022-02-16,9,14,22,24,44,47,14 44 22 09 24 47
2455,2022-02-19,21,38,50,53,56,59,59 53 38 21 50 56
2456,2022-02-22,28,34,40,41,52,55,52 41 28 55 40 34
2457,2022-02-24,10,19,46,47,49,50,50 49 19 47 10 46
2458,2022-02-26,15,40,44,45,47,51,44 47 15 40 51 45
2459,2022-03-03,15,24,33,49,53,59,33 49 15 59 24 53
2460,2022-03-05,16,17,18,28,35,47,35 18 28 17 16 47
2461,2022-03-09,8,11,16,21,32,37,37 32 21 11 16 08
2462,2022-03-12,3,16,23,41,45,57,03 16 57 23 45 41
2463,2022-03-16,11,16,31,37,42,51,11 31 16 42 51 37
2464,2022-03-19,2,7,24,43,52,56,02 43 07 52 24 56
2465,2022-03-23,3,8,23,29,53,54,29 54 53 08 03 23
2466,2022-03-26,2,3,13,20,53,54,54 53 20 02 13 03
2467,2022-03-30,1,10,19,34,35,45,01 10 45 19 35 34
2468,2022-04-02,22,35,41,42,53,57,22 41 53 42 35 57
2469,2022-04-06,5,28,30,38,52,55,05 55 38 30 28 52
2470,2022-04-09,8,33,40,42,48,51,51 08 48 42 33 40
2471,2022-04-13,8,23,29,30,36,55,30 08 23 29 55 36
2472,2022-04-16,5,13,18,23,35,36,18 05 13 23 36 35
2473,2022-04-20,15,18,28,42,55,60,55 15 28 60 42 18
2474,2022-04-23,22,30,38,39,49,56,38 30 22 49 56 39
2475,2022-04-26,1,40,44,45,58,60,60 45 01 44 58 40
2476,2022-04-28,2,7,32,46,49,55,46 49 02 55 07 32
2477,2022-04-30,20,33,37,38,49,50,20 49 33 37 50 38
2478,2022-05-04,2,17,23,28,39,46,02 23 28 46 17 39
2479,2022-05-07,10,15,17,20,21,35,21 10 35 20 17 15
2480,2022-05-11,4,6,9,31,50,56,31 56 06 04 50 09
2481,2022-05-14,1,8,21,27,36,37,01 37 36 21 08 27
2482,2022-05-18,1,32,35,44,45,57,32 01 57 44 35 45
2483,2022-05-21,20,34,38,40,49,54,54 49 34 38 40 20
2484,2022-05-25,11,14,36,41,54,59,59 36 41 54 14 11
2485,2022-05-28,5,12,32,38,47,60,60 12 38 47 05 32
2486,2022-05-31,8,9,17,19,33,56,19 08 09 33 17 56
2487,2022-06-02,23,36,42,48,54,58,54 42 48 36 23 58
2488,2022-06-04,17,31,34,40,56,57,40 34 57 31 17 56
2489,2022-06-08,3,10,13,25,41,42,13 10 41 25 42 03
